MLSNumber,Category,Status,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,YearBuilt,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,AdditionalBankOwned,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct 
MDHR243800,RES,Closed,4,4,2/26/20,2/29/20 0:00,3/26/20,3/26/20,"$270,000 ","$272,000 ","$272,000 ",1416,,Wellspring,,Aberdeen,MD,21001,HARFORDMD,TRAILS AT BEECH CREEK,Cynthia Biasello,3028815,Garceau Realty,GARC1,(410) 803-0714,Margaret M Smith,69431,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,Conventional,StandardSale,StandardSale,StandardSale,2821,2019,0.05,110,FeeSimple,No,No,Yes,Monthly,70,Monthly,2013,12,2100,VeryGood,3,2,2,Three,Colonial,"Main,Upper1,Upper2",,Yes,1,No,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1600,500,VeryGood,,
MDHR242674,RES,Closed,5,5,2/25/20,2/29/20 0:00,3/31/20,3/31/20,"$190,000 ","$190,000 ","$190,000 ",339,,Edmund,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Tasha Greene Coleman,134108,Keller Williams Realty Centre,KWR15,(410) 312-0000,Nancy J Collins,3064460,"Long & Foster Real Estate, Inc.",LNG169,(410) 879-0900,Conventional,StandardSale,StandardSale,StandardSale,2724,2020,0.23,110,FeeSimple,No,No,No,,,,2012,13,1022,VeryGood,2,2,,One,Rancher,Main,,Yes,1,,"DryerInUnit,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,1022,0,VeryGood,,
MDHR243758,RES,Closed,29,29,2/21/20,3/19/20 0:00,5/1/20,5/1/20,"$50,000 ","$50,000 ","$84,500 ",135,,Farm,,Aberdeen,MD,21001,HARFORDMD,GREEN VALLEY,Aimee C O'Neill,27447,O'Neill Enterprises Realty,ONEN1,(410) 838-6980,Aimee C O'Neill,27447,O'Neill Enterprises Realty,ONEN1,(410) 838-6980,Cash,Auction,Auction,Auction,2208,2020,0.06,110,FeeSimple,No,No,No,,,,1981,44,1720,,3,1,1,Two,Colonial,"Lower1,Main,Upper1",,Yes,,No,"BsmtLaundry,DryerInUnit,HasLaundry,LowFlrLndry,WasherInUnit",,,Yes,No,No,Auction,BRIGHT,1320,400,,,
MDHR243664,RES,Closed,32,32,2/18/20,4/28/20 0:00,5/20/20,5/18/20,"$140,000 ","$115,000 ","$82,000 ",754,,Custis,,Aberdeen,MD,21001,HARFORDMD,BRENTWOOD SQUARE,Kevin W Hogan,3048789,EXIT Preferred Realty LLC,EPRL1,(410) 670-9100,Jennifer R Wolff,3043698,Allison James Estates & Homes,AJEH2,(410) 814-7531,Other,BankOwnedREO,BankOwnedREO,BankOwnedREO,2080,2020,0.07,110,FeeSimple,No,No,No,,,,1983,42,1120,,2,1,1,Two,Colonial,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,BankOwnedREO,BRIGHT,1120,0,,,
MDHR243598,RES,Closed,24,24,2/20/20,3/13/20 0:00,5/5/20,5/5/20,"$164,900 ","$164,900 ","$164,500 ",362,,Center Deen,,Aberdeen,MD,21001,HARFORDMD,NORTH DEEN,Denise R Patrick,97567,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,James T Weiskerger,77890,Next Step Realty,NXSR1,(443) 901-2200,FHA,StandardSale,StandardSale,StandardSale,1727,2020,0.1,110,FeeSimple,No,No,Yes,SemiAnnually,120,SemiAnnually,1998,27,1120,VeryGood,3,1,1,Three,Colonial,Main,,Yes,,,BsmtLaundry,,,Yes,No,No,StandardSale,BRIGHT,1120,0,VeryGood,,
MDHR243542,RES,Closed,28,28,2/25/20,3/21/20 0:00,5/4/20,4/30/20,"$439,000 ","$429,900 ","$425,000 ",3604,,Balaton,,Aberdeen,MD,21001,HARFORDMD,EAGLES REST,Leslie Scherlag,3256329,Keller Williams Select Realtors,KWSR1,(410) 972-4000,Alexander D Necker,3047157,"American Premier Realty, LLC",KWAM1,(443) 512-0090,VA,StandardSale,StandardSale,StandardSale,6291,2019,0.19,110,FeeSimple,No,No,Yes,Quarterly,125,Quarterly,2014,11,3575,VeryGood,3,2,2,Two,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,2640,935,VeryGood,,
MDHR243508,RES,Closed,28,186,2/17/20,11/1/20 0:00,12/5/20,12/4/20,"$307,700 ","$315,700 ","$312,000 ",3504,,Carsinwood,,Aberdeen,MD,21001,HARFORDMD,CARSINWOOD,Claudia P Sconion,28998,"Weichert, Realtors - Diana Realty",WEID1,(410) 893-1200,Linda L Welsh,25296,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,FHA,StandardSale,StandardSale,StandardSale,2853,2020,0.51,110,FeeSimple,No,No,No,,,,1973,52,2208,VeryGood,4,3,,Two,SplitFoyer,Main,,Yes,2,,,,,Yes,No,No,StandardSale,BRIGHT,1508,700,VeryGood,,
MDHR243500,RES,Closed,124,124,2/15/20,6/17/20 0:00,8/15/20,8/14/20,"$169,900 ","$169,900 ","$153,000 ",21,,New County,,Aberdeen,MD,21001,HARFORDMD,OSBORN TRACK,John H. Litzenberg,3236989,J.H. Litzenberg & Son,JLITZ1,(302) 593-8848,Kenneth Hutchinson,143359,RE/MAX Chesapeake,RECS1,(410) 398-9200,FHA,StandardSale,StandardSale,StandardSale,1882,2020,0.12,110,FeeSimple,No,No,No,,,,1917,108,1056,,3,1,,Two,Colonial,"Main,Upper1",,Yes,,,Hookup,,7,Yes,No,No,StandardSale,BRIGHT,1056,0,,,
MDHR243474,RES,Closed,124,325,2/14/20,6/16/20 0:00,8/1/20,7/30/20,"$270,000 ","$270,000 ","$255,000 ",622,W,Bel Air,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Linda S Greco Rich,149892,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,Amy C. Schiaffino-Wilson,3253338,REBATE REALTY USA,REBR3,(443) 352-3309,VA,StandardSale,StandardSale,StandardSale,4212,2020,0.36,110,FeeSimple,No,No,No,,,,1870,155,2720,,3,2,,Two,"Colonial,FarmhouseNationalFolk","Main,Upper1",,Yes,3,,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,2720,0,,,
MDHR242944,RES,Closed,45,45,2/28/20,6/2/20 0:00,7/18/20,7/15/20,"$315,000 ","$315,000 ","$314,000 ",618,,English Ivy,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Mecca A Lewis-Shakur,3239435,"Weichert, Realtors - Diana Realty",WEID1,(410) 893-1200,Patricia E Padgett,50127,"Long & Foster Real Estate, Inc.",LNG61,(410) 879-8080,FHA,StandardSale,StandardSale,StandardSale,3336,2020,0.1,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2013,12,2817,,3,3,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,StandardSale,BRIGHT,2192,625,,,
MDHR242360,RES,Closed,19,19,2/12/20,6/11/20 0:00,7/21/20,7/17/20,"$274,900 ","$274,000 ","$270,000 ",943,S,Stepney,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Sandra L Bare,23711,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,Bernadette Dawson,148352,"American Premier Realty, LLC",KWAM1,(443) 512-0090,FHA,StandardSale,StandardSale,StandardSale,2558,2020,1.3,110,FeeSimple,No,No,No,,,,1956,69,1448,VeryGood,3,1,1,Two,Rancher,"Lower1,Main",,Yes,2,Yes,"BsmtLaundry,DryerInUnit,HasLaundry,Hookup,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,1048,400,VeryGood,,
MDHR243324,RES,Closed,16,16,2/10/20,2/25/20 0:00,4/25/20,4/23/20,"$249,000 ","$249,000 ","$248,500 ",614,,Possum Trot,,Aberdeen,MD,21001,HARFORDMD,HOLLY WOODS,Kenneth Hutchinson,143359,RE/MAX Chesapeake,RECS1,(410) 398-9200,Ryan O'Hara,3290884,"American Premier Realty, LLC",KWAM1,(443) 512-0090,FHA,StandardSale,StandardSale,StandardSale,2458,2020,0.05,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2007,18,1936,VeryGood,3,2,1,Three,Colonial,"Lower1,Main,Upper2",,No,1,,,,,Yes,No,No,StandardSale,BRIGHT,1536,400,VeryGood,,
MDHR243316,RES,Closed,24,24,2/12/20,9/30/20 0:00,11/9/20,11/9/20,"$229,900 ","$236,900 ","$237,000 ",16,S,Law,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Patricia J Patton,19003,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,Andrew D Schweigman,3098376,"Douglas Realty, LLC",DOGR1,(410) 255-3690,VA,StandardSale,StandardSale,StandardSale,2872,2020,0.25,110,FeeSimple,No,No,No,,,,1917,108,1467,VeryGood,3,2,,Three,Colonial,"Main,Upper1",,Yes,2,,BsmtLaundry,,,Yes,No,No,StandardSale,BRIGHT,1323,144,VeryGood,,
MDHR243230,RES,Closed,6,6,2/10/20,2/15/20 0:00,4/9/20,4/9/20,"$304,954 ","$304,954 ","$304,954 ",465,,Manor,,Aberdeen,MD,21001,HARFORDMD,HILLCREST MANOR,Marian R Staab,25664,Berkshire Hathaway HomeServices Homesale Realty,HOMESALE039,(410) 697-8100,Priscilla N Forsythe,123345,BCH Real Estate Specialist,BCHR1,(410) 939-5055,Conventional,StandardSale,StandardSale,StandardSale,3966,2020,0.34,110,FeeSimple,No,No,No,,,,2000,25,2272,VeryGood,3,2,1,Two,Rancher,"Lower1,Main",,Yes,2,No,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,1372,900,VeryGood,,
MDHR243308,RES,Closed,41,41,2/10/20,3/26/20 0:00,5/8/20,5/4/20,"$274,000 ","$274,000 ","$250,000 ",528,,Plume,,Aberdeen,MD,21001,HARFORDMD,BEECHTREE ESTATES,TONYA S MCGONNELL,3104215,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,Alita Credell,143720,ExecuHome Realty,EXER1,(443) 632-3000,Conventional,BankOwnedREO,BankOwnedREO,BankOwnedREO,3217,2020,0.07,110,FeeSimple,No,No,Yes,Monthly,75,Monthly,2011,14,2524,,3,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,BankOwnedREO,BRIGHT,1924,600,,,
MDHR243132,RES,Closed,7,7,2/20/20,3/21/20 0:00,4/17/20,4/17/20,"$280,000 ","$280,000 ","$280,000 ",4809,,Atlas Cedar,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Jonathan Scheffenacker,3044841,Redfin Corp,REFC4,(410) 202-8454,Francis Kraus,3274766,RE/MAX Sails Inc.,SAIL2,(410) 814-2400,Conventional,StandardSale,StandardSale,StandardSale,2902,2020,0.06,110,FeeSimple,No,No,Yes,Monthly,80,Monthly,2009,16,2522,,3,3,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,StandardSale,BRIGHT,1922,600,,,
MDHR243290,RES,Closed,12,12,2/10/20,3/2/20 0:00,3/31/20,3/31/20,"$89,900 ","$89,900 ","$89,900 ",63,,Krouse,,Aberdeen,MD,21001,HARFORDMD,BRENTWOOD SQUARE,Vincent J Steo,92130,RE/MAX Community Real Estate,RMCOMRE1,(410) 793-1616,Gregory Vurganov,87327,EXIT Preferred Realty LLC,EPRL1,(410) 670-9100,Cash,BankOwnedREO,BankOwnedREO,BankOwnedREO,2081,2020,0.05,110,FeeSimple,No,No,No,,,,1974,51,1240,,3,1,1,Two,Colonial,"Main,Upper1",,Yes,,No,"HasLaundry,Hookup",,,Yes,No,No,BankOwnedREO,BRIGHT,1240,0,,,
MDHR242788,RES,Closed,62,62,2/7/20,4/18/20 0:00,6/12/20,6/11/20,"$139,900 ","$136,900 ","$129,000 ",340,,Center Deen,,Aberdeen,MD,21001,HARFORDMD,NORTH DEEN,Judy L Clark,22083,Cummings & Co Realtors,CCRL8,(410) 823-0033,Craig Damon Strobel,3224218,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,FHA,StandardSale,StandardSale,StandardSale,1686,2020,0.06,110,FeeSimple,No,No,Yes,SemiAnnually,20,SemiAnnually,1964,61,1080,VeryGood,3,1,0,Two,Colonial,"Main,Upper1",,No,,,"Hookup,MainFlrLndry",,,Yes,No,No,StandardSale,BRIGHT,1080,0,VeryGood,,
MDHR243196,RES,Closed,33,33,2/6/20,3/15/20 0:00,4/3/20,3/31/20,"$74,900 ","$74,900 ","$62,500 ",39,,Paradise,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Jorge Escalante,3109596,Vylla Home,CRRT2,(844) 845-9576,Brian J McGrady,3024075,McGrady Realty,MCGD1,(410) 272-0550,Cash,BankOwnedREO,BankOwnedREO,BankOwnedREO,2102,2020,0.17,110,FeeSimple,No,No,No,,,,1940,85,688,,2,1,,One,Bungalow,Main,,No,,,,,,No,No,No,BankOwnedREO,BRIGHT,688,0,,,
MDHR243198,RES,Closed,43,43,2/6/20,5/17/20 0:00,6/17/20,6/17/20,"$205,000 ","$189,900 ","$190,000 ",139,,Brannan,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Patricia J Patton,19003,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,Timothy C Markland Jr.,3092762,Berkshire Hathaway HomeServices PenFed Realty,PFED11,(410) 515-5300,Conventional,StandardSale,StandardSale,StandardSale,2978,2020,0.44,110,FeeSimple,No,No,No,,,,1940,85,2098,VeryGood,4,3,0,Three,CapeCod,"Lower1,Main,Upper1",,Yes,,,BsmtLaundry,,,Yes,No,No,StandardSale,BRIGHT,1698,400,VeryGood,,
MDHR242812,RES,Closed,18,18,2/9/20,5/25/20 0:00,6/26/20,6/26/20,"$224,500 ","$235,000 ","$235,000 ",1410,,Willshire,,Aberdeen,MD,21001,HARFORDMD,PERRYWOOD,Barbara W Sullivan,28699,Cummings & Co. Realtors,CCRL6,(410) 823-0033,Terence A Coles,3030513,Bennett Realty Solutions,EXBR1,(301) 459-5040,FHA,StandardSale,StandardSale,StandardSale,1717,2020,0.27,110,FeeSimple,No,No,No,,,,1966,59,1705,VeryGood,3,1,1,Three,Bilevel,"Lower1,Main,Upper1,Upper2",,Yes,,No,BsmtLaundry,,,Yes,No,No,StandardSale,BRIGHT,1348,357,VeryGood,,
MDHR242776,RES,Closed,18,18,2/4/20,3/7/20 0:00,4/18/20,4/17/20,"$159,900 ","$165,000 ","$165,000 ",609,,Walker,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Judy L Clark,22083,Cummings & Co Realtors,CCRL8,(410) 823-0033,Thomas W Burns Jr.,25220,ExecuHome Realty,EXER7,(443) 384-4000,FHA,StandardSale,StandardSale,StandardSale,1849,2020,0.16,110,FeeSimple,No,No,No,,,,1955,70,800,VeryGood,2,1,,One,Rancher,Main,,No,,,"Hookup,MainFlrLndry",,,Yes,No,No,StandardSale,BRIGHT,800,0,VeryGood,,
MDHR242920,RES,Closed,7,7,2/4/20,2/7/20 0:00,4/10/20,4/4/20,"$128,900 ","$128,900 ","$128,900 ",314,,Center Deen,,Aberdeen,MD,21001,HARFORDMD,NORTH DEEN,Judy L Clark,22083,Cummings & Co Realtors,CCRL8,(410) 823-0033,Steve R Kuzma,23797,"Weichert, Realtors - Diana Realty",WEID1,(410) 893-1200,FHA,StandardSale,StandardSale,StandardSale,1686,2020,0.07,110,FeeSimple,No,No,Yes,SemiAnnually,120,SemiAnnually,1964,61,1080,VeryGood,3,1,,Two,Colonial,"Main,Upper1",,No,,,,,,Yes,No,No,StandardSale,BRIGHT,1080,0,VeryGood,,
MDHR241696,RES,Closed,2,2,1/30/20,1/30/20 0:00,9/4/20,3/31/20,"$254,990 ","$254,990 ","$254,940 ",505,,Heathland Trail,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Louis Chirgott,3009079,Keller Williams Legacy Central,KWLC2,(410) 472-5456,Ola O Famuyiwa,2341,"Leeds Realty, Inc.",LEED1,(301) 680-3100,FHA,StandardSale,StandardSale,StandardSale,0,2019,0,,FeeSimple,No,No,Yes,Monthly,70,Monthly,2020,5,0,,4,3,1,Three,Traditional,"Main,Upper1",,Yes,,No,,,4,Yes,No,No,StandardSale,BRIGHT,0,,,,
MDHR242942,RES,Closed,15,15,1/29/20,2/7/20 0:00,4/15/20,4/14/20,"$105,000 ","$105,000 ","$110,317 ",14,,Defense,,Aberdeen,MD,21001,HARFORDMD,SWAN MEADOWS,Kimberly J Novak,82781,Star Realty Inc.,STARR1,(410) 702-4442,Maureen L Repp,76406,RE/MAX Components,REGR3,(410) 893-1199,Cash,BankOwnedREO,BankOwnedREO,BankOwnedREO,394,2020,0.21,110,FeeSimple,No,No,No,,,,1941,84,1068,VeryGood,3,2,,One,Rancher,Main,,No,,,,,,Yes,No,No,BankOwnedREO,BRIGHT,1068,0,VeryGood,,
MDHR242816,RES,Closed,55,55,1/28/20,4/6/20 0:00,5/16/20,5/15/20,"$315,000 ","$300,000 ","$300,000 ",3342,,Churchville,,Aberdeen,MD,21001,HARFORDMD,OAKWOOD,Daniel M Carson,37151,"Long & Foster Real Estate, Inc.",LNG169,(410) 879-0900,Andrew Spangenberger,3236176,Cummings & Co. Realtors,CCRL11,(410) 823-0033,Conventional,StandardSale,StandardSale,StandardSale,2928,2020,0.46,110,FeeSimple,No,No,No,,,,1957,68,1680,VeryGood,4,1,1,Two,"RaisedRanch,Rancher","Lower1,Main",,Yes,1,No,,,,Yes,No,No,StandardSale,BRIGHT,1680,0,VeryGood,100,0
MDHR242820,RES,Closed,15,120,1/24/20,2/7/20 0:00,4/8/20,4/8/20,"$264,900 ","$264,900 ","$264,900 ",755,,Mahan,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Michael J Schiff,108464,Keller Williams Legacy,KWR25,(443) 660-9229,Stephanie Burns,3250962,Coldwell Banker Residential Brokerage,CBRB42,(410) 515-2000,USDA,StandardSale,StandardSale,StandardSale,1992,2020,0.49,,FeeSimple,No,No,No,,,,1958,67,1296,,3,2,,Two,Craftsman,"Main,Upper1",,No,2,No,"DryerInUnit,HasLaundry,WasherInUnit",,,Yes,No,No,StandardSale,BRIGHT,1296,0,,,
MDHR242846,RES,Closed,36,36,1/27/20,3/2/20 0:00,9/25/20,9/24/20,"$850,000 ","$850,000 ","$725,000 ",1007,S,Stepney,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Patricia J Patton,19003,CENTURY 21 The Real Estate Centre,CREC4,(410) 272-4800,Kenneth O Lewis,140973,Realty Advantage,FXR6,(301) 881-9800,Other,StandardSale,StandardSale,StandardSale,7529,2020,19.99,104,FeeSimple,No,No,No,,,,1870,155,5732,VeryGood,3,1,3,Two,"Colonial,Contemporary,ConvertedDwelling","Main,Upper1",,Yes,,Yes,MainFlrLndry,,,Yes,No,No,StandardSale,BRIGHT,5732,0,VeryGood,,
MDHR242810,RES,Closed,133,133,1/24/20,6/4/20 0:00,7/1/20,6/29/20,"$171,600 ","$134,900 ","$134,900 ",408,,Middelton,,Aberdeen,MD,21001,HARFORDMD,WOODLAND MANOR,Kimberly J Novak,82781,Star Realty Inc.,STARR1,(410) 702-4442,Gregory Vurganov,87327,"EXIT Preferred Realty, LLC",EPRL1,(410) 670-9100,Cash,BankOwnedREO,BankOwnedREO,BankOwnedREO,2531,2020,0.06,110,FeeSimple,No,No,Yes,Monthly,38,Monthly,2000,25,1960,,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,No,,,,Yes,No,No,BankOwnedREO,BRIGHT,1360,600,,,
MDHR242736,RES,Closed,151,245,1/24/20,10/9/20 0:00,12/22/20,12/18/20,"$223,900 ","$205,000 ","$185,000 ",3508,,Carsinwood,,Aberdeen,MD,21001,HARFORDMD,CARSINWOOD,Thomas W Burns Jr.,25220,ExecuHome Realty,EXER7,(443) 384-4000,Andrew Johns III,3027331,Keller Williams Gateway LLC,KWGW1,(443) 318-8800,Conventional,StandardSale,StandardSale,StandardSale,2638,2020,0.63,110,FeeSimple,No,No,No,,,,1967,58,1830,,4,2,1,Three,Colonial,"Main,Upper1",,Yes,1,Yes,BsmtLaundry,,,Yes,No,No,StandardSale,BRIGHT,1830,0,,,
MDHR242422,RES,Closed,191,641,1/10/20,7/18/20 0:00,8/18/20,8/17/20,"$399,900 ","$419,900 ","$419,900 ",544,,Windsong,,Aberdeen,MD,21001,HARFORDMD,NONE AVAILABLE,Scott L Miller,3011094,"High Power Realty, LLC.",HPOW1,(443) 866-6728,Kathy Rubin,3279349,Coldwell Banker Residential Brokerage,CBRB2,(410) 931-9000,FHA,StandardSale,StandardSale,StandardSale,524,2020,0.51,,FeeSimple,No,No,No,,,,2020,5,2700,,4,2,1,Three,Colonial,"Main,Upper1",,Yes,2,Yes,"Hookup,UpprFlrLndry",,8,Yes,No,Yes,StandardSale,BRIGHT,2700,0,,,
MDHR242268,RES,Closed,14,14,1/7/20,1/19/20 0:00,10/19/20,9/30/20,"$205,990 ","$205,990 ","$229,900 ",443,,Baltimore,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Lisa Hiatt,3022763,Garceau Realty,GARC1,(410) 803-0714,Dionne Wainwright Powell,3251640,"EXP Realty, LLC",EXXP1,(888) 860-7369,Other,StandardSale,StandardSale,StandardSale,487,2020,0.15,110,FeeSimple,No,No,No,,,,2020,5,1680,,4,2,1,Two,Traditional,"Main,Upper1",,Yes,2,,,,,Yes,No,Yes,StandardSale,BRIGHT,1680,0,,,
MDHR242266,RES,Closed,14,14,1/7/20,1/19/20 0:00,1/20/21,1/18/21,"$189,990 ","$189,990 ","$220,610 ",439,,Baltimore,,Aberdeen,MD,21001,HARFORDMD,ABERDEEN HILLS,Lisa Hiatt,3022763,Garceau Realty,GARC1,(410) 803-0714,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,FHA,StandardSale,StandardSale,StandardSale,488,2020,0.18,110,FeeSimple,No,No,No,,,,2020,5,1139,,3,2,,One,Rancher,"Lower1,Main",,Yes,,No,MainFlrLndry,,,Yes,No,Yes,StandardSale,BRIGHT,1139,0,,,
MDHR242246,RES,Closed,43,43,1/11/20,3/30/20 0:00,5/4/20,4/30/20,"$332,000 ","$332,000 ","$332,000 ",369,,Conniston,,Aberdeen,MD,21001,HARFORDMD,WINDEMERE ESTATES,Jonathan Blume,3260911,"Streett Hopkins Real Estate, LLC",HHC1,(410) 879-7466,Gina Gladis,66315,"EXP Realty, LLC.",EXXP3,(410) 420-7900,FHA,StandardSale,StandardSale,StandardSale,4747,2020,0.41,110,FeeSimple,No,No,No,,,,1990,35,2588,VeryGood,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,StandardSale,BRIGHT,2188,400,VeryGood,,
MDHR242160,RES,Closed,147,147,1/2/20,5/27/20 0:00,8/19/20,7/17/20,"$404,090 ","$408,640 ","$408,640 ",708,,Perception,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Terri E Hill,3029150,Builder Solutions Realty,BDSL1,(410) 979-7740,Alan-Michael Carter,3230533,ExecuHome Realty,EXER5,(410) 654-0202,VA,StandardSale,StandardSale,StandardSale,600,2020,0.19,110,FeeSimple,No,No,Yes,Monthly,70,Monthly,2020,5,2678,,5,3,0,Two,Craftsman,"Lower1,Main,Upper1",,Yes,2,No,,,,No,No,Yes,StandardSale,BRIGHT,2678,0,,,
MDHR242158,RES,Closed,30,30,1/2/20,1/12/20 0:00,6/3/20,5/21/20,"$388,990 ","$388,990 ","$368,990 ",704,,Perception,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Terri E Hill,3029150,Builder Solutions Realty,BDSL1,(410) 979-7740,Laura M Snyder,151562,Keller Williams American Premier Realty LLC,KWAM1,(443) 512-0090,FHA,StandardSale,StandardSale,StandardSale,598,2020,0.18,110,FeeSimple,No,No,Yes,Monthly,70,Monthly,2020,5,3229,,3,3,1,Two,Traditional,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,Yes,StandardSale,BRIGHT,2369,860,,,
MDHR242102,RES,Closed,64,64,1/1/20,6/26/20 0:00,10/30/20,7/17/20,"$349,000 ","$269,900 ","$269,900 ",1319,,Tralee,,Aberdeen,MD,21001,HARFORDMD,WEXFORD,William H Gray,99024,"New Realty, LLC",NWRL1,(410) 730-4004,William H Gray,99024,"New Realty, LLC",NWRL1,(410) 730-4004,Conventional,ShortSale,ShortSale,ShortSale,3172,2020,0.16,110,FeeSimple,No,No,Yes,Monthly,25,Monthly,2005,20,2720,,4,2,1,Two,Other,"Main,Upper1",,Yes,,,,,,Yes,No,No,ShortSale,BRIGHT,2720,0,,,
MDHR242066,RES,Closed,43,43,12/30/19,2/8/20 0:00,6/3/20,5/26/20,"$445,890 ","$445,890 ","$424,055 ",703,,Perception,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Terri E Hill,3029150,Builder Solutions Realty,BDSL1,(410) 979-7740,Terri E Hill,3029150,Builder Solutions Realty,BDSL1,(410) 979-7740,VA,StandardSale,StandardSale,StandardSale,598,2020,0.16,110,FeeSimple,No,No,Yes,Monthly,70,Monthly,2020,5,3496,,6,4,0,Two,Craftsman,"Lower1,Main,Upper1",,Yes,2,No,,,,Yes,No,Yes,StandardSale,BRIGHT,2536,960,,,
MDHR241820,RES,Closed,51,51,12/15/19,1/18/20 0:00,4/15/20,3/31/20,"$448,940 ","$469,490 ","$469,490 ",826,,Bentgrass,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Terri E Hill,3029150,Builder Solutions Realty,BDSL1,(410) 979-7740,Elizabeth M Williams,24020,Cummings & Co Realtors,CCRL8,(410) 823-0033,VA,StandardSale,StandardSale,StandardSale,600,2020,0.19,110,FeeSimple,No,No,Yes,Monthly,70,Monthly,2020,5,3800,,4,4,1,Two,Craftsman,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,StandardSale,BRIGHT,2676,1124,,,
MDHR241692,RES,Closed,53,269,12/10/19,12/13/19 0:00,9/4/20,5/12/20,"$242,990 ","$242,990 ","$243,040 ",1250,,Fenwick,,Aberdeen,MD,21001,HARFORDMD,BEECH CREEK,Louis Chirgott,3009079,Keller Williams Legacy Central,KWLC2,(410) 472-5456,Lisa S Sparr,3014508,Coldwell Banker Residential Brokerage,CBRB42,(410) 515-2000,Cash,StandardSale,StandardSale,StandardSale,413,2020,0.05,,FeeSimple,No,No,Yes,Monthly,70,Monthly,2019,6,1700,,3,2,1,Three,Traditional,"Main,Upper1,Upper2",,No,1,,,,,Yes,No,Yes,StandardSale,BRIGHT,1700,0,,,
